Accession	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Protein	Country	Host	Collection_Date
YP_001129353.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	695	complete	ORF7	Greece	Homo sapiens	
YP_001129354.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	845	complete	ORF8	Greece	Homo sapiens	
YP_001129355.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	1012	complete	ORF9	Greece	Homo sapiens	
YP_001129356.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	418	complete	ORF10	Greece	Homo sapiens	
YP_001129357.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	407	complete	ORF11	Greece	Homo sapiens	
YP_001129358.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	204	complete	K2	Greece	Homo sapiens	
YP_001129359.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	210	complete	ORF2	Greece	Homo sapiens	
YP_001129360.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	322	complete	K3	Greece	Homo sapiens	
YP_001129361.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	337	complete	ORF70	Greece	Homo sapiens	
YP_001129362.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	94	complete	K4	Greece	Homo sapiens	
YP_001129363.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	114	complete	K4.1	Greece	Homo sapiens	
YP_001129364.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	182	complete	K4.2	Greece	Homo sapiens	
YP_001129365.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	256	complete	K5	Greece	Homo sapiens	
YP_001129366.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	95	complete	K6	Greece	Homo sapiens	
YP_001129367.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	126	complete	K7	Greece	Homo sapiens	
YP_001129368.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	175	complete	ORF16	Greece	Homo sapiens	
YP_001129369.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	534	complete	ORF17	Greece	Homo sapiens	
YP_001129370.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	288	complete	ORF17.5	Greece	Homo sapiens	
YP_001129371.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	257	complete	ORF18	Greece	Homo sapiens	
YP_001129372.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	549	complete	ORF19	Greece	Homo sapiens	
YP_001129373.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	257	complete	ORF20	Greece	Homo sapiens	
YP_001129374.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	580	complete	ORF21	Greece	Homo sapiens	
YP_001129375.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	730	complete	ORF22	Greece	Homo sapiens	
YP_001129376.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	404	complete	ORF23	Greece	Homo sapiens	
YP_001129377.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	752	complete	ORF24	Greece	Homo sapiens	
YP_001129378.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	1376	complete	ORF25	Greece	Homo sapiens	
YP_001129379.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	305	complete	ORF26	Greece	Homo sapiens	
YP_001129380.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	290	complete	ORF27	Greece	Homo sapiens	
YP_001129381.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	102	complete	ORF28	Greece	Homo sapiens	
YP_001129382.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	687	complete	ORF29	Greece	Homo sapiens	
YP_001129383.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	77	complete	ORF30	Greece	Homo sapiens	
YP_001129384.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	194	complete	ORF31	Greece	Homo sapiens	
YP_001129385.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	454	complete	ORF32	Greece	Homo sapiens	
YP_001129386.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	334	complete	ORF33	Greece	Homo sapiens	
YP_001129387.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	327	complete	ORF34	Greece	Homo sapiens	
YP_001129388.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	150	complete	ORF35	Greece	Homo sapiens	
YP_001129389.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	444	complete	ORF36	Greece	Homo sapiens	
YP_001129390.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	486	complete	ORF37	Greece	Homo sapiens	
YP_001129391.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	61	complete	ORF38	Greece	Homo sapiens	
YP_001129392.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	400	complete	ORF39	Greece	Homo sapiens	
YP_001129393.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	669	complete	ORF40	Greece	Homo sapiens	
YP_001129394.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	278	complete	ORF42	Greece	Homo sapiens	
YP_001129395.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	605	complete	ORF43	Greece	Homo sapiens	
YP_001129396.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	788	complete	ORF44	Greece	Homo sapiens	
YP_001129397.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	407	complete	ORF45	Greece	Homo sapiens	
YP_001129398.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	255	complete	ORF46	Greece	Homo sapiens	
YP_001129399.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	167	complete	ORF47	Greece	Homo sapiens	
YP_001129400.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	402	complete	ORF48	Greece	Homo sapiens	
YP_001129401.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	691	complete	ORF50	Greece	Homo sapiens	
YP_001129402.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	302	complete	ORF49	Greece	Homo sapiens	
YP_001129403.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	286	complete	K8	Greece	Homo sapiens	
YP_001129404.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	228	complete	K8.1	Greece	Homo sapiens	
YP_001129405.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	131	complete	ORF52	Greece	Homo sapiens	
YP_001129406.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	110	complete	ORF53	Greece	Homo sapiens	
YP_001129407.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	295	complete	ORF54	Greece	Homo sapiens	
YP_001129408.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	227	complete	ORF55	Greece	Homo sapiens	
YP_001129409.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	843	complete	ORF56	Greece	Homo sapiens	
YP_001129410.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	455	complete	ORF57	Greece	Homo sapiens	
YP_001129411.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	449	complete	K9	Greece	Homo sapiens	
YP_001129412.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	911	complete	vIRF-4	Greece	Homo sapiens	
YP_001129413.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	566	complete	vIRF-3	Greece	Homo sapiens	
YP_001129414.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	680	complete	vIRF-2	Greece	Homo sapiens	
YP_001129415.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	357	complete	ORF58	Greece	Homo sapiens	
YP_001129416.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	396	complete	ORF59	Greece	Homo sapiens	
YP_001129417.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	305	complete	ORF60	Greece	Homo sapiens	
YP_001129418.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	792	complete	ORF61	Greece	Homo sapiens	
YP_001129419.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	331	complete	ORF62	Greece	Homo sapiens	
YP_001129420.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	928	complete	ORF63	Greece	Homo sapiens	
YP_001129421.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	2635	complete	ORF64	Greece	Homo sapiens	
YP_001129422.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	170	complete	ORF65	Greece	Homo sapiens	
YP_001129423.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	429	complete	ORF66	Greece	Homo sapiens	
YP_001129424.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	271	complete	ORF67	Greece	Homo sapiens	
YP_001129425.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	80	complete	ORF67A	Greece	Homo sapiens	
YP_001129426.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	467	complete	ORF68	Greece	Homo sapiens	
YP_001129427.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	302	complete	ORF69	Greece	Homo sapiens	
YP_001129428.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	60	complete	K12	Greece	Homo sapiens	
YP_001129429.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	188	complete	K13	Greece	Homo sapiens	
YP_001129430.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	257	complete	ORF72	Greece	Homo sapiens	
YP_001129431.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	1129	complete	LANA	Greece	Homo sapiens	
YP_001129432.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	271	complete	K14	Greece	Homo sapiens	
YP_001129433.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	342	complete	ORF74	Greece	Homo sapiens	
YP_001129434.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	1296	complete	ORF75	Greece	Homo sapiens	
YP_001129435.1	Human gammaherpesvirus 8	Rhadinovirus	Herpesviridae	dsDNA	489	complete	K15	Greece	Homo sapiens	
YP_001129436.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	497	complete	K15		Homo sapiens	
YP_001129437.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	378	complete	LMP-2B		Homo sapiens	
YP_001129438.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	1318	complete	FGAM-synthase		Homo sapiens	
YP_001129439.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	170	complete	BCRF1		Homo sapiens	
YP_001129440.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	506	complete	EBNA-LP		Homo sapiens	
YP_001129441.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	454	complete	EBNA-2		Homo sapiens	
YP_001129442.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	191	complete	BHRF1		Homo sapiens	
YP_001129443.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	318	complete	BFLF2		Homo sapiens	
YP_001129444.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	525	complete	BFLF1		Homo sapiens	
YP_001129445.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	135	complete	BFRF1A		Homo sapiens	
YP_001129446.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	336	complete	BFRF1		Homo sapiens	
YP_001129447.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	591	complete	BFRF2		Homo sapiens	
YP_001129448.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	176	complete	BFRF3		Homo sapiens	
YP_001129449.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	3154	complete	BPLF1		Homo sapiens	
YP_001129450.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	1240	complete	BOLF1		Homo sapiens	
YP_001129451.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	364	complete	Capsid triplex subunit 1		Homo sapiens	
YP_001129452.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	826	complete	BORF2		Homo sapiens	
YP_001129453.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	302	complete	BaRF1		Homo sapiens	
YP_001129454.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	404	complete	BMRF1		Homo sapiens	
YP_001129455.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	357	complete	BMRF2		Homo sapiens	
YP_001129456.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	479	complete	BSLF2/BMLF1		Homo sapiens	
YP_001129457.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	874	complete	helicase-primase primase subunit BSLF1		Homo sapiens	
YP_001129458.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	218	complete	BSRF1		Homo sapiens	
YP_001129459.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	278	complete	dUTPase		Homo sapiens	
YP_001129460.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	102	complete	BLRF1		Homo sapiens	
YP_001129461.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	162	complete	BLRF2		Homo sapiens	
YP_001129462.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	886	complete	BLLF1		Homo sapiens	
YP_001129463.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	925	complete	EBNA-3A		Homo sapiens	
YP_001129464.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	1126	complete	EBNA-3B		Homo sapiens	
YP_001129465.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	1069	complete	EBNA-3C		Homo sapiens	
YP_001129466.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	223	complete	BZLF2		Homo sapiens	
YP_001129467.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	245	complete	BZLF1		Homo sapiens	
YP_001129468.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	605	complete	BRLF1		Homo sapiens	
YP_001129469.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	310	complete	BRRF1		Homo sapiens	
YP_001129470.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	537	complete	BRRF2		Homo sapiens	
YP_001129471.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	641	complete	EBNA-1		Homo sapiens	
YP_001129472.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	137	complete	BKRF2		Homo sapiens	
YP_001129473.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	255	complete	uracil DNA glycosylase		Homo sapiens	
YP_001129474.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	217	complete	BKRF4		Homo sapiens	
YP_001129475.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	809	complete	helicase-primase subunit BBLF4		Homo sapiens	
YP_001129476.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	613	complete	BBRF1		Homo sapiens	
YP_001129477.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	278	complete	BBRF2		Homo sapiens	
YP_001129478.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	709	complete	helicase-primase subunit BBLF2/3		Homo sapiens	
YP_001129479.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	405	complete	BBRF3		Homo sapiens	
YP_001129480.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	75	complete	Alkaline exonuclease		Homo sapiens	
YP_001129481.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	470	complete	BGLF5		Homo sapiens	
YP_001129482.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	429	complete	BGLF4		Homo sapiens	
YP_001129483.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	153	complete	BGLF3.5		Homo sapiens	
YP_001129484.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	332	complete	BGLF3		Homo sapiens	
YP_001129485.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	690	complete	BGRF1/BDRF1		Homo sapiens	
YP_001129486.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	336	complete	BGLF2		Homo sapiens	
YP_001129487.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	506	complete	BGLF1		Homo sapiens	
YP_001129488.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	225	complete	BDLF4		Homo sapiens	
YP_001129489.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	77	complete	BDLF3		Homo sapiens	
YP_001129490.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	234	complete	BDLF3		Homo sapiens	
YP_001129491.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	420	complete	BDLF2		Homo sapiens	
YP_001129492.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	301	complete	Capsid triplex subunit 2		Homo sapiens	
YP_001129493.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	1381	complete	BcLF1		Homo sapiens	
YP_001129494.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	750	complete	hypothetical protein		Homo sapiens	
YP_001129495.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	404	complete	BTRF1		Homo sapiens	
YP_001129496.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	706	complete	BXLF2		Homo sapiens	
YP_001129497.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	607	complete	thymidine kinase		Homo sapiens	
YP_001129498.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	248	complete	BXRF1		Homo sapiens	
YP_001129499.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	570	complete	BVRF1		Homo sapiens	
YP_001129500.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	272	complete	BVLF1		Homo sapiens	
YP_001129501.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	605	complete	BVRF2		Homo sapiens	
YP_001129502.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	345	complete	BdRF1		Homo sapiens	
YP_001129503.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	248	complete	BILF2		Homo sapiens	
YP_001129504.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	429	complete	hypothetical protein		Homo sapiens	
YP_001129505.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	469	complete	LF1		Homo sapiens	
YP_001129506.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	312	complete	BILF1		Homo sapiens	
YP_001129507.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	1015	complete	BALF5		Homo sapiens	
YP_001129508.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	857	complete	glycoprotein BALF4		Homo sapiens	
YP_001129509.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	685	complete	BALF3		Homo sapiens	
YP_001129510.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	1128	complete	single-stranded DNA binding protein		Homo sapiens	
YP_001129511.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	182	complete	BALF1		Homo sapiens	
YP_001129512.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	221	complete	BARF1		Homo sapiens	
YP_001129513.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	98	complete	BNLF2b		Homo sapiens	
YP_001129514.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	60	complete	BNLF2a		Homo sapiens	
YP_001129515.1	Human gammaherpesvirus 4	Lymphocryptovirus	Herpesviridae	dsDNA	371	complete	LMP-1		Homo sapiens	
YP_001109581.1	Torque teno midi virus 1	Gammatorquevirus	Anelloviridae	ssDNA(-)	261	complete	hypothetical protein	Japan	Homo sapiens	
YP_001109582.1	Torque teno midi virus 1	Gammatorquevirus	Anelloviridae	ssDNA(-)	259	complete	hypothetical protein	Japan	Homo sapiens	
YP_001109583.1	Torque teno midi virus 1	Gammatorquevirus	Anelloviridae	ssDNA(-)	123	complete	hypothetical protein	Japan	Homo sapiens	
YP_001109584.1	Torque teno midi virus 1	Gammatorquevirus	Anelloviridae	ssDNA(-)	673	complete	hypothetical protein	Japan	Homo sapiens	
YP_495283.1	Human betaherpesvirus 7	Roseolovirus	Herpesviridae	dsDNA	56	complete	envelope glycoprotein 24		Homo sapiens	
YP_459934.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	587	complete	nsp2		Homo sapiens	
YP_459935.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	496	complete	nsp4		Homo sapiens	
YP_459936.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	303	complete	nsp5		Homo sapiens	
YP_459938.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	92	complete	nsp7		Homo sapiens	
YP_459939.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	137	complete	nsp10		Homo sapiens	
YP_459941.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	928	complete	nsp12		Homo sapiens	
YP_459942.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	603	complete	nsp13		Homo sapiens	
YP_459943.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	110	complete	nsp9		Homo sapiens	
YP_460018.1	Human coronavirus HKU1	Betacoronavirus	Coronaviridae	ssRNA(+)	222	complete	nsp1		Homo sapiens	
